pl_name,hostname,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
KOI-1783.01,KOI-1783,1,2,0,134.46280000,0.00330000,-0.00350000,0,8.860,0.250,-0.240,0,71.00000,11.20000,-9.20000,0,1.14,0.03,-0.03,0,1.08,0.04,-0.03,0
KOI-1783.02,KOI-1783,1,2,0,284.21500000,0.02600000,-0.02100000,0,5.440,0.520,-0.300,0,15.00000,4.30000,-3.60000,0,1.14,0.03,-0.03,0,1.08,0.04,-0.03,0
Kepler-1044 b,Kepler-1044,1,1,0,6.77408868,0.00001867,-0.00001867,0,2.670,0.620,-0.290,0,7.61000,,,0,1.11,0.25,-0.12,0,1.08,0.08,-0.07,0
Kepler-1047 b,Kepler-1047,1,2,0,56.18868870,0.00027560,-0.00027560,0,2.090,0.260,-0.170,0,5.02000,,,0,1.13,0.14,-0.09,0,1.08,0.05,-0.04,0
Kepler-1047 c,Kepler-1047,1,2,0,3.18897601,0.00002038,-0.00002038,0,0.990,0.130,-0.090,0,0.93700,,,0,1.13,0.14,-0.09,0,1.08,0.05,-0.04,0
Kepler-1088 b,Kepler-1088,1,1,0,23.12748644,0.00008919,-0.00008919,0,1.420,0.110,-0.100,0,2.60000,,,0,1.08,0.08,-0.06,0,1.08,0.03,-0.03,0
Kepler-1193 b,Kepler-1193,1,1,0,2.83265213,0.00000903,-0.00000903,0,1.320,0.210,-0.170,0,2.30000,,,0,1.21,0.19,-0.15,0,1.08,0.06,-0.04,0
Kepler-122 b,Kepler-122,1,5,0,5.76619300,0.00001600,-0.00001600,0,2.340,0.460,-0.460,0,6.08000,,,0,1.22,0.24,-0.24,0,1.08,0.06,-0.06,0
Kepler-122 c,Kepler-122,1,5,0,12.46598800,0.00000900,-0.00000900,0,5.870,1.160,-1.160,0,29.00000,,,0,1.22,0.24,-0.24,0,1.08,0.06,-0.06,0
Kepler-122 d,Kepler-122,1,5,0,21.58747500,0.00016400,-0.00016400,0,2.200,0.440,-0.440,0,5.48000,,,0,1.22,0.24,-0.24,0,1.08,0.06,-0.06,0
Kepler-122 e,Kepler-122,1,5,0,37.99327300,0.00039000,-0.00039000,0,2.600,0.540,-0.540,0,27.70000,11.40000,-9.80000,0,1.22,0.24,-0.24,0,1.08,0.06,-0.06,0
Kepler-1255 b,Kepler-1255,1,1,0,36.29193360,0.00031560,-0.00031560,0,2.320,0.640,-0.290,0,5.99000,,,0,1.12,0.31,-0.14,0,1.08,0.10,-0.09,0
Kepler-1449 b,Kepler-1449,1,1,0,13.22745280,0.00014470,-0.00014470,0,1.680,0.370,-0.180,0,3.46000,,,0,1.10,0.23,-0.11,0,1.08,0.07,-0.06,0
Kepler-1486 b,Kepler-1486,1,1,0,54.64957590,0.00098250,-0.00098250,0,2.320,0.580,-0.290,0,5.99000,,,0,1.12,0.27,-0.12,0,1.08,0.09,-0.07,0
Kepler-1535 b,Kepler-1535,1,1,0,138.94420000,0.00121400,-0.00121400,0,2.550,0.250,-0.190,0,7.04000,,,0,1.11,0.10,-0.08,0,1.08,0.04,-0.04,0
Kepler-1587 b,Kepler-1587,1,1,0,9.40604670,0.00013760,-0.00013760,0,1.330,0.470,-0.240,0,2.33000,,,0,1.22,0.19,-0.15,0,1.08,0.06,-0.04,0
Kepler-1613 b,Kepler-1613,1,1,0,1.51842990,0.00019910,-0.00019910,0,2.080,0.440,-0.510,0,4.98000,,,0,1.12,0.24,-0.12,0,1.08,0.08,-0.07,0
Kepler-1715 b,Kepler-1715,1,1,0,35.59730148,,,0,4.140,,,0,16.00000,,,0,1.21,0.21,-0.14,0,1.08,0.10,-0.07,0
Kepler-1738 b,Kepler-1738,1,1,0,7.67463016,,,0,2.825,,,0,8.37000,,,0,1.00,0.32,-0.11,0,1.08,0.15,-0.15,0
Kepler-274 b,Kepler-274,1,2,0,11.63478800,0.00013400,-0.00013400,0,1.540,0.840,-0.840,0,2.99000,,,0,1.01,0.54,-0.54,0,1.08,0.09,-0.07,0
Kepler-274 c,Kepler-274,1,2,0,33.19786100,0.00089400,-0.00089400,0,1.840,1.000,-1.000,0,4.04000,,,0,1.01,0.54,-0.54,0,1.08,0.09,-0.07,0
Kepler-289 b,Kepler-289,1,3,0,34.54500000,0.00050000,-0.00050000,0,2.150,0.100,-0.100,0,7.30000,6.80000,-6.80000,0,1.00,0.02,-0.02,0,1.08,0.02,-0.02,0
Kepler-289 c,Kepler-289,1,3,0,125.85180000,0.00760000,-0.00760000,0,11.590,0.190,-0.190,0,132.00000,17.00000,-17.00000,0,1.00,0.02,-0.02,0,1.08,0.02,-0.02,0
Kepler-289 d,Kepler-289,1,3,0,66.06340000,0.01140000,-0.01140000,0,2.680,0.170,-0.170,0,4.00000,0.90000,-0.90000,0,1.00,0.02,-0.02,0,1.08,0.02,-0.02,0
Kepler-311 b,Kepler-311,1,2,0,9.17609200,0.00005700,-0.00005700,0,1.700,0.330,-0.330,0,3.53000,,,0,1.19,0.23,-0.23,0,1.08,0.04,-0.05,0
Kepler-311 c,Kepler-311,1,2,0,19.73828600,0.00020500,-0.00020500,0,1.430,0.280,-0.280,0,2.63000,,,0,1.19,0.23,-0.23,0,1.08,0.04,-0.05,0
Kepler-380 b,Kepler-380,1,2,0,3.93082100,0.00003800,-0.00003800,0,1.190,0.240,-0.240,0,1.81000,,,0,1.22,0.24,-0.24,0,1.08,0.05,-0.05,0
Kepler-380 c,Kepler-380,1,2,0,7.63000400,0.00007300,-0.00007300,0,1.270,0.280,-0.280,0,2.15000,,,0,1.22,0.24,-0.24,0,1.08,0.05,-0.05,0
Kepler-400 b,Kepler-400,1,2,0,9.02438900,0.00003400,-0.00003400,0,1.650,0.300,-0.300,0,3.36000,,,0,1.15,0.21,-0.21,0,1.08,0.04,-0.04,0
Kepler-400 c,Kepler-400,1,2,0,17.34082400,0.00010000,-0.00010000,0,1.490,0.280,-0.280,0,2.83000,,,0,1.15,0.21,-0.21,0,1.08,0.04,-0.04,0
Kepler-408 b,Kepler-408,1,1,0,2.46502000,,,0,0.820,0.030,-0.030,0,5.00000,,,1,1.23,0.03,-0.03,0,1.08,0.07,-0.07,0
Kepler-490 b,Kepler-490,1,1,0,3.26869515,0.00000023,-0.00000023,0,11.650,3.290,-1.380,0,,,,,1.12,0.32,-0.13,0,1.08,0.10,-0.07,0
Kepler-593 b,Kepler-593,1,1,0,21.21708973,0.00005927,-0.00005927,0,2.870,0.690,-0.290,0,8.60000,,,0,1.10,0.26,-0.11,0,1.08,0.08,-0.07,0
Kepler-602 b,Kepler-602,1,1,0,15.28469497,0.00006919,-0.00006919,0,2.090,0.650,-0.320,0,5.02000,,,0,1.13,0.35,-0.17,0,1.08,0.14,-0.10,0
Kepler-680 b,Kepler-680,1,1,0,3.68992629,0.00000943,-0.00000943,0,2.420,0.820,-0.250,0,6.44000,,,0,1.11,0.38,-0.11,0,1.08,0.10,-0.06,0
Kepler-757 b,Kepler-757,1,1,0,1.02267882,0.00000244,-0.00000244,0,1.360,0.460,-0.220,0,2.42000,,,0,1.13,0.38,-0.18,0,1.08,0.14,-0.11,0
Kepler-835 b,Kepler-835,1,1,0,11.41909375,0.00007116,-0.00007116,0,2.790,0.540,-0.290,0,8.20000,,,0,1.11,0.21,-0.10,0,1.08,0.07,-0.05,0
TOI-2193 A b,TOI-2193 A,2,1,0,2.12257350,0.00000160,-0.00000160,0,19.840,,,0,298.75870,57.20911,-57.20911,0,1.25,0.03,-0.03,0,1.08,0.05,-0.05,0
TOI-3540 A b,TOI-3540 A,2,1,0,3.11999900,0.00000790,-0.00000790,0,23.539,,,0,375.03752,44.49598,-44.49598,0,1.23,0.03,-0.03,0,1.08,0.07,-0.07,0
WASP-104 b,WASP-104,2,1,0,1.75541370,0.00000180,-0.00000360,0,12.745,0.415,-0.415,0,404.26300,14.93700,-14.93700,0,0.96,0.03,-0.03,0,1.08,0.05,-0.05,0
WASP-151 b,WASP-151,1,1,0,4.53347750,0.00000230,-0.00000230,0,13.305,0.235,-0.235,0,100.43378,9.85268,-9.85268,0,1.18,0.02,-0.02,0,1.08,0.05,-0.05,0
WASP-168 b,WASP-168,2,1,0,4.15365800,0.00000300,-0.00000300,0,16.814,5.605,-3.363,0,133.48860,12.71320,-12.71320,0,1.12,0.06,-0.06,0,1.08,0.05,-0.05,0
WASP-36 b,WASP-36,2,1,0,1.53736596,0.00000024,-0.00000024,0,14.874,0.235,-0.235,0,750.39663,22.24810,-22.24810,0,0.99,0.01,-0.01,0,1.08,0.03,-0.03,0
CoRoT-13 b,CoRoT-13,1,1,0,4.03519000,0.00003000,-0.00003000,0,9.920,0.157,-0.157,0,415.70400,20.97600,-20.97600,0,1.01,0.03,-0.03,0,1.09,0.02,-0.02,0
CoRoT-25 b,CoRoT-25,1,1,0,4.86069000,0.00006000,-0.00006000,0,12.110,3.400,-1.120,0,85.81000,12.71000,-12.71000,0,1.19,0.14,-0.03,0,1.09,0.11,-0.05,0
HAT-P-53 b,HAT-P-53,1,1,0,1.96162410,0.00000390,-0.00000390,0,14.773,1.020,-1.020,0,471.65972,17.79848,-17.79848,0,1.21,0.08,-0.06,0,1.09,0.04,-0.04,0
HATS-30 b,HATS-30,2,1,0,3.17435160,0.00000260,-0.00000260,0,13.171,0.583,-0.583,0,224.38798,12.39537,-12.39537,0,1.06,0.04,-0.04,0,1.09,0.03,-0.03,0
HD 134060 b,HD 134060,1,2,0,3.26960000,0.00010000,-0.00010000,0,3.160,,,0,10.10000,0.79000,-0.75000,0,1.16,0.01,-0.02,0,1.09,,,0
HD 134060 c,HD 134060,1,2,0,1291.56460000,48.03330000,-44.21970000,0,5.910,,,0,29.29000,4.43000,-4.24000,0,1.16,0.01,-0.02,0,1.09,,,0
HD 141937 b,HD 141937,1,1,0,653.21997000,1.20000000,-1.20000000,0,12.500,,,0,3079.77270,127.13200,-127.13200,0,1.03,0.01,-0.01,0,1.09,0.05,-0.05,0
HD 188015 b,HD 188015,2,1,0,461.20000000,1.70000000,-1.70000000,0,13.600,,,0,476.72000,41.32000,-41.32000,0,1.13,0.03,-0.03,0,1.09,,,0
HIP 94235 b,HIP 94235,2,1,0,7.71305700,0.00002100,-0.00002100,0,3.000,0.320,-0.280,0,379.00000,,,1,1.08,0.11,-0.10,0,1.09,0.02,-0.01,0
K2-308 b,K2-308,1,1,0,3.38628000,0.00002000,-0.00002000,0,9.916,0.985,-0.985,0,70.60000,,,0,1.24,0.10,-0.10,0,1.09,0.09,-0.09,0
Kepler-1025 b,Kepler-1025,1,1,0,37.32294930,0.00013630,-0.00013630,0,1.980,0.410,-0.220,0,4.58000,,,0,1.13,0.23,-0.12,0,1.09,0.08,-0.07,0
Kepler-1031 b,Kepler-1031,1,1,0,1.22621732,0.00000451,-0.00000451,0,0.870,0.210,-0.110,0,0.59000,,,0,1.12,0.27,-0.13,0,1.09,0.10,-0.07,0
Kepler-1050 b,Kepler-1050,1,2,0,15.37875460,0.00006915,-0.00006915,0,1.600,0.480,-0.180,0,3.19000,,,0,1.13,0.29,-0.12,0,1.09,0.08,-0.07,0
Kepler-1050 c,Kepler-1050,1,2,0,21.12845690,0.00011200,-0.00011200,0,1.480,0.350,-0.160,0,2.79000,,,0,1.13,0.29,-0.12,0,1.09,0.08,-0.07,0
Kepler-1061 b,Kepler-1061,1,1,0,2.75798267,0.00000388,-0.00000388,0,1.980,0.110,-0.370,0,4.58000,,,0,1.07,0.06,-0.05,0,1.09,0.04,-0.04,0
Kepler-1063 b,Kepler-1063,2,1,0,14.07971466,0.00002871,-0.00002871,0,1.490,0.400,-0.190,0,2.83000,,,0,1.14,0.30,-0.14,0,1.09,0.11,-0.07,0
Kepler-1147 b,Kepler-1147,1,1,0,10.62784997,0.00009118,-0.00009118,0,2.610,0.800,-0.510,0,7.32000,,,0,1.14,0.35,-0.13,0,1.09,0.09,-0.06,0
Kepler-1180 b,Kepler-1180,1,1,0,16.86012860,0.00013690,-0.00013690,0,1.990,0.550,-0.270,0,4.62000,,,0,1.14,0.31,-0.15,0,1.09,0.16,-0.09,0
Kepler-1344 b,Kepler-1344,1,1,0,4.76830490,0.00001895,-0.00001895,0,1.840,0.500,-0.200,0,4.04000,,,0,1.13,0.31,-0.12,0,1.09,0.09,-0.07,0
Kepler-1397 b,Kepler-1397,1,1,0,47.44995500,0.00075200,-0.00075200,0,1.720,0.190,-0.140,0,3.61000,,,0,1.12,0.11,-0.08,0,1.09,0.04,-0.05,0
Kepler-1416 b,Kepler-1416,1,1,0,1.49514952,0.00001069,-0.00001069,0,0.880,0.330,-0.140,0,0.61500,,,0,1.15,0.43,-0.18,0,1.09,0.20,-0.11,0
Kepler-1432 b,Kepler-1432,1,1,0,23.91090110,0.00027030,-0.00027030,0,2.220,0.690,-0.300,0,5.56000,,,0,1.13,0.29,-0.13,0,1.09,0.09,-0.07,0
Kepler-1473 b,Kepler-1473,1,1,0,14.42735510,0.00008414,-0.00008414,0,1.190,0.090,-0.080,0,1.81000,,,0,1.09,0.08,-0.06,0,1.09,0.04,-0.04,0
Kepler-1568 b,Kepler-1568,1,1,0,20.92539200,0.00025210,-0.00025210,0,1.300,0.210,-0.150,0,2.24000,,,0,1.19,0.18,-0.13,0,1.09,0.04,-0.04,0
Kepler-164 b,Kepler-164,1,3,0,5.03503000,0.00002700,-0.00002700,0,1.410,0.280,-0.280,0,2.57000,,,0,1.15,0.22,-0.22,0,1.09,0.04,-0.05,0
Kepler-164 c,Kepler-164,1,3,0,10.94572300,0.00002900,-0.00002900,0,2.730,0.520,-0.520,0,7.90000,,,0,1.15,0.22,-0.22,0,1.09,0.04,-0.05,0
Kepler-164 d,Kepler-164,1,3,0,28.98676900,0.00016200,-0.00016200,0,2.450,0.470,-0.470,0,6.57000,,,0,1.15,0.22,-0.22,0,1.09,0.04,-0.05,0
Kepler-1667 b,Kepler-1667,1,1,0,83.57810000,,,0,2.984,,,0,9.19000,,,0,1.09,,,0,1.09,,,0
Kepler-170 b,Kepler-170,1,2,0,7.93059200,0.00001400,-0.00001400,0,3.200,0.220,-0.220,0,82.60000,67.50000,-62.40000,0,1.03,0.06,-0.06,0,1.09,0.02,-0.02,0
Kepler-170 c,Kepler-170,1,2,0,16.66586300,0.00005300,-0.00005300,0,2.860,0.170,-0.170,0,8.55000,,,0,1.03,0.06,-0.06,0,1.09,0.02,-0.02,0
Kepler-1708 b,Kepler-1708,1,1,0,737.11310000,0.00146000,-0.00770000,0,9.960,0.600,-0.590,0,1462.01067,,,1,1.12,0.06,-0.06,0,1.09,0.07,-0.07,0
Kepler-1859 b,Kepler-1859,1,1,0,2.72959995,,,0,1.583,,,0,3.13000,,,0,1.24,0.21,-0.18,0,1.09,0.07,-0.08,0
Kepler-1883 b,Kepler-1883,1,1,0,103.42700200,,,0,3.251,,,0,10.60000,,,0,1.02,0.31,-0.13,0,1.09,0.14,-0.15,0
Kepler-194 b,Kepler-194,1,3,0,2.09228100,0.00000800,-0.00000800,0,1.510,0.790,-0.790,0,2.89000,,,0,1.02,0.54,-0.54,0,1.09,0.08,-0.06,0
Kepler-194 c,Kepler-194,1,3,0,17.30803200,0.00007900,-0.00007900,0,2.590,1.360,-1.360,0,7.22000,,,0,1.02,0.54,-0.54,0,1.09,0.08,-0.06,0
Kepler-194 d,Kepler-194,1,3,0,52.81497300,0.00048100,-0.00048100,0,2.400,1.260,-1.260,0,6.35000,,,0,1.02,0.54,-0.54,0,1.09,0.08,-0.06,0
Kepler-323 b,Kepler-323,1,2,0,1.67832700,0.00000300,-0.00000300,0,1.430,0.280,-0.280,0,684.40000,494.20000,-293.50000,0,1.18,0.23,-0.23,0,1.09,0.05,-0.05,0
Kepler-323 c,Kepler-323,1,2,0,3.55382200,0.00000800,-0.00000800,0,1.630,0.320,-0.320,0,79.70000,129.60000,-72.70000,0,1.18,0.23,-0.23,0,1.09,0.05,-0.05,0
Kepler-497 b,Kepler-497,1,1,0,3.57320367,0.00000091,-0.00000091,0,6.040,1.580,-0.660,0,30.40000,,,0,1.11,0.29,-0.12,0,1.09,0.10,-0.06,0
Kepler-524 b,Kepler-524,1,2,0,7.97419807,0.00002038,-0.00002038,0,1.910,0.140,-0.120,0,4.31000,,,0,1.10,0.08,-0.06,0,1.09,0.04,-0.04,0
Kepler-524 c,Kepler-524,1,2,0,1.88897906,0.00001070,-0.00001070,0,0.960,0.080,-0.070,0,0.84000,,,0,1.10,0.08,-0.06,0,1.09,0.04,-0.04,0
Kepler-609 b,Kepler-609,1,1,0,6.52121067,0.00000864,-0.00000864,0,3.350,1.070,-0.440,0,11.20000,,,0,1.14,0.35,-0.14,0,1.09,0.09,-0.08,0
Kepler-619 b,Kepler-619,1,2,0,5.40427220,0.00000555,-0.00000555,0,3.160,0.650,-0.310,0,10.10000,,,0,1.11,0.23,-0.11,0,1.09,0.07,-0.06,0
Kepler-619 c,Kepler-619,1,2,0,1.20846503,0.00000167,-0.00000167,0,1.690,0.390,-0.170,0,3.50000,,,0,1.11,0.23,-0.11,0,1.09,0.07,-0.06,0
Kepler-714 b,Kepler-714,1,1,0,8.09888799,0.00000219,-0.00000219,0,9.670,2.490,-1.010,0,67.60000,,,0,1.12,0.29,-0.12,0,1.09,0.08,-0.07,0
Kepler-792 b,Kepler-792,1,1,0,11.30119217,0.00006491,-0.00006491,0,1.960,0.490,-0.230,0,4.50000,,,0,1.12,0.28,-0.13,0,1.09,0.09,-0.07,0
Kepler-874 b,Kepler-874,1,1,0,40.06867270,0.00010130,-0.00010130,0,3.940,1.070,-0.590,0,14.70000,,,0,1.13,0.31,-0.15,0,1.09,0.12,-0.09,0
Kepler-890 b,Kepler-890,1,1,0,52.75875577,0.00003345,-0.00003345,0,8.890,2.860,-1.060,0,58.60000,,,0,1.13,0.36,-0.14,0,1.09,0.10,-0.07,0
Kepler-93 b,Kepler-93,1,2,0,4.72674000,0.00000100,-0.00000100,0,1.569,0.112,-0.112,0,4.54426,0.84796,-0.84796,0,0.98,0.04,-0.04,0,1.09,0.14,-0.14,0
Kepler-996 b,Kepler-996,1,1,0,3.77059058,0.00000806,-0.00000806,0,1.980,0.630,-0.250,0,4.58000,,,0,1.14,0.36,-0.14,0,1.09,0.09,-0.08,0
WASP-85 A b,WASP-85 A,2,1,0,2.65567770,0.00000044,-0.00000044,0,13.899,0.336,-0.336,0,402.05495,20.65895,-20.65895,0,0.94,0.02,-0.02,0,1.09,0.08,-0.08,0
CoRoT-16 b,CoRoT-16,1,1,0,5.35227000,0.00020000,-0.00020000,0,13.110,1.790,-1.570,0,170.03200,27.01400,-26.37900,0,1.19,0.14,-0.13,0,1.10,0.08,-0.08,0
CoRoT-22 b,CoRoT-22,1,1,0,9.75598000,0.00011000,-0.00011000,0,4.880,0.170,-0.390,0,12.20000,14.00000,-8.80000,0,1.14,0.04,-0.09,0,1.10,0.05,-0.05,0
HATS-10 b,HATS-10,1,1,0,3.31284600,0.00000580,-0.00000580,0,10.862,0.684,-0.504,0,167.17858,25.74423,-25.74423,0,1.10,0.06,-0.04,0,1.10,0.05,-0.05,0
HATS-32 b,HATS-32,1,1,0,2.81265480,0.00000550,-0.00000550,0,14.000,1.614,-1.076,0,292.40360,31.78300,-31.78300,0,1.10,0.10,-0.06,0,1.10,0.04,-0.04,0
HATS-36 b,HATS-36,1,1,0,4.17518600,0.00003300,-0.00003300,0,12.920,0.380,-0.380,0,1022.14128,19.70546,-19.70546,0,1.10,0.03,-0.03,0,1.10,0.04,-0.04,0
HD 108874 b,HD 108874,1,2,0,394.48123000,0.60000000,-0.60000000,0,13.600,,,0,451.31860,28.60470,-28.60470,0,1.05,0.02,-0.02,0,1.10,0.09,-0.09,0
HD 134987 b,HD 134987,1,2,0,258.17999000,0.07000000,-0.07000000,0,13.500,,,0,511.70630,22.24810,-22.24810,0,1.22,0.03,-0.03,0,1.10,0.07,-0.07,0
HD 134987 c,HD 134987,1,2,0,5000.00000000,400.00000000,-400.00000000,0,13.900,,,0,260.00000,10.00000,-10.00000,0,1.25,0.04,-0.04,0,1.10,0.07,-0.04,0
HD 170469 b,HD 170469,2,1,0,1145.00000000,18.00000000,-18.00000000,0,14.100,,,0,209.76780,34.96130,-34.96130,0,1.24,0.02,-0.02,0,1.10,0.08,-0.08,0
HD 39091 b,HD 39091,1,3,0,2088.75851193,0.40895569,-0.42232005,0,12.400,,,0,3889.98524,406.02760,-412.69930,0,1.19,0.00,0.00,0,1.10,0.14,-0.14,0
HD 6434 b,HD 6434,1,1,0,21.99800000,0.00900000,-0.00900000,0,14.200,,,0,155.73670,12.71320,-12.71320,0,1.12,0.01,-0.01,0,1.10,0.13,-0.13,0
K2-331 b,K2-331,1,2,0,9.39897700,0.00150600,-0.00134800,0,1.790,0.140,-0.100,0,3.86000,,,0,1.06,0.03,-0.02,0,1.10,0.03,-0.04,0
K2-331 c,K2-331,1,2,0,22.99659100,0.00184800,-0.00185900,0,2.720,0.140,-0.100,0,7.85000,,,0,1.06,0.03,-0.02,0,1.10,0.03,-0.04,0
Kepler-1080 b,Kepler-1080,1,1,0,77.25483960,0.00031980,-0.00031980,0,3.280,1.130,-0.500,0,10.80000,,,0,1.16,0.40,-0.14,0,1.10,0.10,-0.06,0
Kepler-1111 b,Kepler-1111,1,1,0,8.79617863,0.00002970,-0.00002970,0,2.000,0.540,-0.260,0,4.66000,,,0,1.15,0.31,-0.15,0,1.10,0.13,-0.09,0
Kepler-1212 b,Kepler-1212,1,1,0,12.94130146,0.00007910,-0.00007910,0,2.140,0.580,-0.270,0,5.22000,,,0,1.15,0.31,-0.14,0,1.10,0.11,-0.08,0
Kepler-1269 b,Kepler-1269,1,1,0,37.33315360,0.00032100,-0.00032100,0,1.630,0.460,-0.180,0,3.29000,,,0,1.15,0.32,-0.12,0,1.10,0.09,-0.06,0
Kepler-1289 b,Kepler-1289,1,1,0,7.99019627,0.00005083,-0.00005083,0,1.520,0.490,-0.240,0,2.92000,,,0,1.17,0.37,-0.18,0,1.10,0.17,-0.10,0
Kepler-1407 b,Kepler-1407,1,1,0,20.07115040,0.00054530,-0.00054530,0,2.250,0.530,-0.320,0,5.69000,,,0,1.15,0.27,-0.14,0,1.10,0.10,-0.08,0
Kepler-146 b,Kepler-146,1,2,0,31.15879900,0.00007900,-0.00007900,0,3.710,0.700,-0.700,0,13.30000,,,0,1.21,0.23,-0.23,0,1.10,0.05,-0.04,0
Kepler-146 c,Kepler-146,1,2,0,76.73217100,0.00060900,-0.00060900,0,3.130,0.590,-0.590,0,9.96000,,,0,1.21,0.23,-0.23,0,1.10,0.05,-0.04,0
Kepler-1584 b,Kepler-1584,1,1,0,13.39970990,0.00015700,-0.00015700,0,1.610,0.400,-0.210,0,3.22000,,,0,1.13,0.28,-0.12,0,1.10,0.09,-0.07,0
Kepler-1591 b,Kepler-1591,1,1,0,8.18504949,0.00007831,-0.00007831,0,1.270,0.410,-0.190,0,2.15000,,,0,1.16,0.36,-0.17,0,1.10,0.13,-0.10,0
Kepler-1774 b,Kepler-1774,1,1,0,59.77080154,,,0,3.182,,,0,10.20000,,,0,1.12,0.38,-0.15,0,1.10,0.17,-0.13,0
Kepler-1863 b,Kepler-1863,1,1,0,44.99760056,,,0,2.263,,,0,5.74000,,,0,0.98,0.14,-0.05,0,1.10,0.05,-0.08,0
Kepler-1900 b,Kepler-1900,1,1,0,2.98622990,,,0,1.623,,,0,3.27000,,,0,1.04,0.34,-0.11,0,1.10,0.15,-0.15,0
Kepler-276 c,Kepler-276,1,3,0,31.88400000,,,0,2.900,1.270,-0.280,0,16.60000,4.40000,-3.60000,0,1.03,0.45,-0.10,0,1.10,0.22,-0.14,0
Kepler-276 d,Kepler-276,1,3,0,48.64800000,,,0,2.800,1.230,-0.270,0,16.30000,5.00000,-4.30000,0,1.03,0.45,-0.10,0,1.10,0.22,-0.14,0
Kepler-279 c,Kepler-279,1,3,0,35.73600000,,,0,4.300,1.720,-0.410,0,49.40000,7.20000,-5.90000,0,1.07,0.43,-0.10,0,1.10,0.16,-0.13,0
Kepler-279 d,Kepler-279,1,3,0,54.41400000,,,0,3.100,1.240,-0.300,0,37.50000,5.50000,-4.50000,0,1.07,0.43,-0.10,0,1.10,0.16,-0.13,0
Kepler-509 b,Kepler-509,1,1,0,41.74600392,0.00004444,-0.00004444,0,2.490,0.060,-0.060,0,6.76000,,,0,1.20,0.03,-0.03,0,1.10,0.04,-0.04,0
Kepler-520 b,Kepler-520,1,2,0,19.67416124,0.00005245,-0.00005245,0,1.660,0.280,-0.100,0,3.39000,,,0,1.09,0.05,-0.05,0,1.10,0.04,-0.04,0
Kepler-520 c,Kepler-520,1,2,0,5.21104261,0.00001231,-0.00001231,0,1.070,0.070,-0.050,0,1.24000,,,0,1.09,0.05,-0.05,0,1.10,0.04,-0.04,0
Kepler-590 b,Kepler-590,1,1,0,5.85296257,0.00000474,-0.00000474,0,4.020,1.090,-0.500,0,15.20000,,,0,1.15,0.31,-0.14,0,1.10,0.09,-0.08,0
Kepler-610 b,Kepler-610,1,2,0,6.99692655,0.00000559,-0.00000559,0,4.190,1.160,-0.450,0,16.30000,,,0,1.13,0.31,-0.12,0,1.10,0.09,-0.07,0
Kepler-610 c,Kepler-610,1,2,0,151.86392000,0.00111800,-0.00111800,0,3.300,0.840,-0.370,0,10.90000,,,0,1.13,0.31,-0.12,0,1.10,0.09,-0.07,0
Kepler-624 b,Kepler-624,1,1,0,14.58649607,0.00002876,-0.00002876,0,2.310,0.330,-0.240,0,5.95000,,,0,1.18,0.17,-0.11,0,1.10,0.05,-0.06,0
Kepler-766 b,Kepler-766,1,1,0,6.10027804,0.00001640,-0.00001640,0,3.390,0.930,-0.400,0,11.40000,,,0,1.15,0.31,-0.13,0,1.10,0.09,-0.07,0
Kepler-886 b,Kepler-886,1,1,0,6.24146367,0.00002154,-0.00002154,0,1.520,0.420,-0.190,0,2.92000,,,0,1.16,0.32,-0.14,0,1.10,0.10,-0.08,0
Kepler-914 b,Kepler-914,1,1,0,4.40966548,0.00001193,-0.00001193,0,1.380,0.170,-0.120,0,2.48000,,,0,1.15,0.13,-0.09,0,1.10,0.05,-0.04,0
Kepler-956 b,Kepler-956,1,1,0,5.24867263,0.00000312,-0.00000312,0,3.000,0.780,-0.380,0,9.27000,,,0,1.15,0.30,-0.14,0,1.10,0.09,-0.07,0
TOI-411 b,TOI-411,1,2,0,4.04030100,0.00002300,-0.00004200,0,1.720,0.100,-0.100,0,3.61000,,,0,1.16,0.03,-0.03,0,1.10,0.01,-0.01,0
TOI-411 c,TOI-411,1,2,0,9.57309600,0.00002600,-0.00002300,0,2.740,0.140,-0.140,0,7.95000,,,0,1.16,0.03,-0.03,0,1.10,0.01,-0.01,0
YSES 2 b,YSES 2,1,1,0,,,,,12.700,,,0,2002.31896,508.52545,-286.04557,0,1.19,0.02,-0.02,0,1.10,0.03,-0.03,0
pi Men c,HD 39091,1,3,0,6.26790772,0.00043060,-0.00043159,0,2.060,0.030,-0.030,0,3.63000,0.38000,-0.38000,0,1.19,0.00,0.00,0,1.10,0.14,-0.14,0
EPIC 212424622 b,EPIC 212424622,1,1,0,18.09830000,0.00600000,-0.00580000,0,2.170,0.670,-0.420,0,5.35000,,,0,1.22,0.00,-0.05,0,1.11,0.14,-0.12,0
HATS-52 b,HATS-52,1,1,0,1.36665436,0.00000094,-0.00000094,0,15.491,0.964,-0.964,0,711.93920,47.67450,-47.67450,0,1.05,0.06,-0.06,0,1.11,0.05,-0.05,0
