# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep 18 12:27:44 2023
#
# User preference: *
#
# CONSTRAINT:  where (sy_snum = 1
# CONSTRAINT:  and pl_controv_flag = 0
# CONSTRAINT:  and pl_bmassprov like '%mass%'
# CONSTRAINT:  and st_radstr in [0.75, 1.25]
# CONSTRAINT:  and st_massstr in [0.75, 1.25])
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN rv_flag:        Detected by Radial Velocity Variations
# COLUMN ast_flag:       Detected by Astrometric Variations
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
#
pl_name,hostname,sy_snum,rv_flag,ast_flag,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
CoRoT-1 b,CoRoT-1,1,1,0,0,1.50895570,0.00000640,-0.00000640,0,327.35000,38.14000,-38.14000,0,Mass,1.11,0.05,-0.05,0,0.95,0.15,-0.15,0
CoRoT-18 b,CoRoT-18,1,1,0,0,1.90006930,0.00000280,-0.00000280,0,1102.82000,120.77000,-120.77000,0,Mass,1.00,0.13,-0.13,0,0.95,0.15,-0.15,0
EPIC 220674823 b,EPIC 220674823,1,1,0,0,0.57129200,0.00001200,-0.00001200,0,8.21000,0.76000,-0.74000,0,Mass,0.99,0.01,-0.01,0,0.95,0.06,-0.05,0
EPIC 220674823 c,EPIC 220674823,1,1,0,0,13.33970000,0.00096000,-0.00096000,0,8.90000,2.40000,-2.40000,0,Mass,0.99,0.01,-0.01,0,0.95,0.06,-0.05,0
Gaia-1 b,Gaia-1,1,1,0,0,3.05252400,0.00001700,-0.00001700,0,533.95172,34.96112,-34.96112,0,Mass,0.95,0.03,-0.03,0,0.95,0.07,-0.07,0
K2-115 b,K2-115,1,1,0,0,20.27261500,0.00035600,-0.00034300,0,266.97720,57.20940,-63.56600,0,Mass,0.88,0.01,-0.01,0,0.95,0.02,-0.02,0
Kepler-58 b,Kepler-58,1,0,0,0,10.21849540,0.00015000,-0.00015000,0,35.50000,,,1,Mass,1.03,,,0,0.95,,,0
Kepler-58 c,Kepler-58,1,0,0,0,15.57415680,0.00027000,-0.00027000,0,53.00000,,,1,Mass,1.03,,,0,0.95,,,0
Kepler-77 b,Kepler-77,1,1,0,0,3.57878087,0.00000023,-0.00000023,0,136.66100,10.17000,-10.17000,0,Mass,0.99,0.02,-0.02,0,0.95,0.04,-0.04,0
TOI-1478 b,TOI-1478,1,1,0,0,10.18024900,0.00001500,-0.00001500,0,270.47333,16.52716,-14.93801,0,Mass,1.05,0.03,-0.03,0,0.95,0.06,-0.04,0
TOI-157 b,TOI-157,1,1,0,0,2.08454350,0.00000230,-0.00000230,0,375.03940,41.31790,-38.13960,0,Mass,1.17,0.02,-0.01,0,0.95,0.02,-0.02,0
TOI-2364 b,TOI-2364,1,1,0,0,4.01975170,0.00000430,-0.00000430,0,71.51139,13.66662,-15.57359,0,Mass,0.89,0.02,-0.02,0,0.95,0.04,-0.05,0
TOI-908 b,TOI-908,1,1,0,0,3.18379200,0.00000700,-0.00000700,0,16.13700,4.11200,-4.03900,0,Mass,1.03,0.03,-0.03,0,0.95,0.01,-0.01,0
WASP-110 b,WASP-110,1,0,0,0,3.77840121,0.00000082,-0.00000082,0,162.09249,20.34102,-20.34102,0,Mass,0.86,0.03,-0.06,0,0.95,0.10,-0.16,0
WASP-148 b,WASP-148,1,1,0,0,8.80380900,0.00004300,-0.00004300,0,91.21675,6.99222,-5.08525,0,Mass,0.91,0.01,-0.01,0,0.95,0.03,-0.05,0
WASP-148 c,WASP-148,1,1,0,0,34.52400000,0.02900000,-0.02900000,0,124.58874,7.31005,-8.58137,0,Mass,0.91,0.01,-0.01,0,0.95,0.03,-0.05,0
WASP-162 b,WASP-162,1,1,0,0,9.62468000,0.00001000,-0.00001000,0,1652.71600,63.56600,-63.56600,0,Mass,1.11,0.05,-0.05,0,0.95,0.04,-0.04,0
WASP-164 b,WASP-164,1,1,0,0,1.77712550,0.00000280,-0.00000280,0,676.97790,38.13960,-41.31790,0,Mass,0.93,0.03,-0.03,0,0.95,0.07,-0.07,0
WASP-42 b,WASP-42,1,1,0,0,4.98168190,0.00000110,-0.00000110,0,167.49641,8.89924,-8.89924,0,Mass,0.89,0.03,-0.03,0,0.95,0.06,-0.06,0
HATS-13 b,HATS-13,1,1,0,0,3.04404990,0.00000270,-0.00000270,0,172.58169,22.88376,-22.88376,0,Mass,0.89,0.02,-0.02,0,0.96,0.03,-0.03,0
HATS-34 b,HATS-34,1,1,0,0,2.10616070,0.00000470,-0.00000470,0,299.07803,22.88376,-22.88376,0,Mass,0.98,0.05,-0.05,0,0.96,0.03,-0.03,0
HATS-53 b,HATS-53,1,1,0,0,3.85377680,0.00000380,-0.00000380,0,189.10885,28.28687,-28.28687,0,Mass,1.10,0.03,-0.02,0,0.96,0.04,-0.04,0
HD 111232 b,HD 111232,1,1,1,0,1169.13202000,0.61380000,-0.39663000,0,2531.50326,358.51044,-152.23981,0,Mass,0.90,0.01,-0.01,0,0.96,0.12,-0.12,0
HD 111232 c,HD 111232,1,1,1,0,26472.44623000,5155.42268000,-4507.69327000,0,5740.93452,1337.73977,-512.33939,0,Mass,0.90,0.01,-0.01,0,0.96,0.12,-0.12,0
HD 167677 b,HD 167677,1,1,1,0,1820.00000000,10.00000000,-14.00000000,0,905.81096,301.93699,-317.82841,0,Mass,0.95,0.04,-0.04,0,0.96,0.02,-0.02,0
HD 171238 b,HD 171238,1,1,1,0,1532.00000000,12.00000000,-12.00000000,0,2796.88998,1144.18227,-413.17693,0,Mass,1.01,0.07,-0.07,0,0.96,0.17,-0.17,0
HD 43197 c,HD 43197,1,1,0,0,9295.97350000,4132.95252000,-2422.13527000,0,2500.67391,559.37800,-508.20762,0,Mass,1.00,0.01,-0.01,0,0.96,0.12,-0.12,0
K2-139 b,K2-139,1,1,0,0,28.38061900,0.00055100,-0.00052800,0,123.00021,26.37989,-23.83725,0,Mass,0.88,0.01,-0.01,0,0.96,0.02,-0.02,0
K2-140 b,K2-140,1,1,0,0,6.56918800,0.00003100,-0.00003100,0,295.58042,12.71314,-12.71314,0,Mass,1.06,0.07,-0.06,0,0.96,0.06,-0.04,0
Kepler-105 c,Kepler-105,1,0,0,0,7.12620000,0.00020000,-0.00020000,0,4.60000,0.92000,-0.85000,0,Mass,0.89,0.04,-0.04,0,0.96,0.05,-0.05,0
Kepler-11 b,Kepler-11,1,1,0,0,10.30390000,0.00060000,-0.00100000,0,1.90000,1.40000,-1.00000,0,Mass,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0
Kepler-11 c,Kepler-11,1,1,0,0,13.02410000,0.00130000,-0.00080000,0,2.90000,2.90000,-1.60000,0,Mass,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0
Kepler-11 d,Kepler-11,1,1,0,0,22.68450000,0.00090000,-0.00090000,0,7.30000,0.80000,-1.50000,0,Mass,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0
Kepler-11 e,Kepler-11,1,1,0,0,31.99960000,0.00080000,-0.00120000,0,8.00000,1.50000,-2.10000,0,Mass,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0
Kepler-11 f,Kepler-11,1,1,0,0,46.68880000,0.00270000,-0.00320000,0,2.00000,0.80000,-0.90000,0,Mass,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0
Kepler-11 g,Kepler-11,1,1,0,0,118.38070000,0.00100000,-0.00060000,0,25.00000,,,1,Mass,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0
Kepler-244 d,Kepler-244,1,0,0,0,20.05040100,0.00013000,-0.00013000,0,15.20000,20.00000,-13.00000,0,Mass,0.80,0.34,-0.34,0,0.96,0.04,-0.06,0
TOI-1268 b,TOI-1268,1,1,0,0,8.15770940,0.00000450,-0.00000450,0,96.40000,8.20000,-8.30000,0,Mass,0.92,0.06,-0.06,0,0.96,0.04,-0.04,0
TOI-733 b,TOI-733,1,1,0,0,4.88476500,0.00001900,-0.00002400,0,5.72000,0.70000,-0.68000,0,Mass,0.95,0.01,-0.01,0,0.96,0.05,-0.03,0
WASP-34 b,WASP-34,1,1,0,0,4.31768000,0.00000500,-0.00000500,0,177.98480,54.03110,-54.03110,0,Mass,0.91,0.08,-0.08,0,0.96,0.45,-0.45,0
WASP-5 b,WASP-5,1,1,0,0,1.62842790,0.00000220,-0.00000490,0,502.15000,41.32000,-31.78000,0,Mass,1.03,0.06,-0.07,0,0.96,0.13,-0.09,0
CoRoT-29 b,CoRoT-29,1,1,0,0,2.85057000,0.00000600,-0.00000600,0,270.15550,63.56600,-63.56600,0,Mass,0.90,0.12,-0.12,0,0.97,0.14,-0.14,0
EPIC 229004835 b,EPIC 229004835,1,1,0,0,16.14113200,0.00001900,-0.00001900,0,10.40000,1.60000,-1.50000,0,Mass,1.00,0.01,-0.01,0,0.97,0.04,-0.04,0
HATS-14 b,HATS-14,1,1,0,0,2.76676410,0.00000270,-0.00000270,0,340.39593,22.24810,-22.24810,0,Mass,0.93,0.02,-0.02,0,0.97,0.02,-0.02,0
HATS-16 b,HATS-16,1,1,0,0,2.68650200,0.00001100,-0.00001100,0,1039.30410,60.38770,-60.38770,0,Mass,1.24,0.10,-0.13,0,0.97,0.04,-0.04,0
HD 143361 b,HD 143361,1,1,1,0,1039.15000000,1.64000000,-1.70000000,0,1382.55357,381.39409,-209.76675,0,Mass,0.92,0.04,-0.04,0,0.97,0.03,-0.03,0
K2-12 b,K2-12,1,1,0,0,8.28246000,0.00052000,-0.00052000,0,5.20000,,,1,Mass,1.12,0.01,-0.01,0,0.97,0.06,-0.05,0
K2-60 b,K2-60,1,1,0,0,3.00265000,0.00004000,-0.00004000,0,135.39558,11.75971,-11.75971,0,Mass,1.12,0.05,-0.05,0,0.97,0.07,-0.07,0
Kepler-160 d,Kepler-160,1,0,0,0,30.00000000,20.00000000,-23.00000000,0,100.00000,,,1,Mass,1.12,0.01,-0.04,0,0.97,0.05,-0.06,0
Kepler-18 b,Kepler-18,1,1,0,0,3.50472500,0.00002800,-0.00002800,0,6.90000,3.40000,-3.40000,0,Mass,1.11,0.05,-0.05,0,0.97,0.04,-0.04,0
Kepler-18 c,Kepler-18,1,1,0,0,7.64159000,0.00003000,-0.00003000,0,17.30000,1.90000,-1.90000,0,Mass,1.11,0.05,-0.05,0,0.97,0.04,-0.04,0
Kepler-18 d,Kepler-18,1,1,0,0,14.85888000,0.00004000,-0.00004000,0,16.40000,1.40000,-1.40000,0,Mass,1.11,0.05,-0.05,0,0.97,0.04,-0.04,0
Kepler-184 c,Kepler-184,1,0,0,0,20.30300500,0.00008700,-0.00008700,0,8.80000,7.40000,-5.70000,0,Mass,0.87,0.49,-0.49,0,0.97,0.05,-0.05,0
Kepler-282 d,Kepler-282,1,0,0,0,24.80600000,,,0,61.00000,35.90000,-36.10000,0,Mass,0.89,0.36,-0.07,0,0.97,0.10,-0.12,0
Kepler-282 e,Kepler-282,1,0,0,0,44.34700000,,,0,56.20000,16.20000,-16.70000,0,Mass,0.89,0.36,-0.07,0,0.97,0.10,-0.12,0
TOI-132 b,TOI-132,1,1,0,0,2.10970190,0.00001200,-0.00001100,0,22.40000,1.90000,-1.92000,0,Mass,0.90,0.02,-0.02,0,0.97,0.06,-0.06,0
TOI-905 b,TOI-905,1,1,0,0,3.73949400,0.00003800,-0.00003800,0,211.99261,13.34886,-13.03103,0,Mass,0.92,0.04,-0.04,0,0.97,0.06,-0.07,0
WASP-163 b,WASP-163,1,1,0,0,1.60968840,0.00000150,-0.00000150,0,594.34210,66.74430,-66.74430,0,Mass,1.01,0.07,-0.07,0,0.97,0.15,-0.15,0
WASP-19 b,WASP-19,1,1,0,0,0.78883852,0.00000075,-0.00000082,0,366.77398,24.79062,-25.42627,0,Mass,1.01,0.03,-0.03,0,0.97,0.09,-0.10,0
CoRoT-30 b,CoRoT-30,1,1,0,0,9.06005000,0.00024000,-0.00024000,0,921.70700,69.92260,-69.92260,0,Mass,0.91,0.09,-0.03,0,0.98,0.03,-0.05,0
HAT-P-51 b,HAT-P-51,1,1,0,0,4.21802780,0.00000590,-0.00000590,0,98.20947,5.72094,-5.72094,0,Mass,1.04,0.04,-0.03,0,0.98,0.03,-0.03,0
HD 30177 b,HD 30177,1,1,0,0,2514.53422000,5.21645000,-4.34065000,0,2670.71210,394.42505,-155.41809,0,Mass,1.02,0.03,-0.03,0,0.98,0.12,-0.12,0
HD 30177 c,HD 30177,1,1,0,0,12085.45186000,583.05318000,-440.70332000,0,1954.64470,415.71956,-108.37949,0,Mass,1.18,0.02,-0.02,0,0.98,0.12,-0.12,0
Kepler-297 b,Kepler-297,1,0,0,0,38.87182600,0.00015300,-0.00015300,0,48.50000,11.20000,-7.00000,0,Mass,0.92,0.17,-0.17,0,0.98,0.04,-0.05,0
Kepler-297 c,Kepler-297,1,0,0,0,74.92013700,0.00012000,-0.00012000,0,42.10000,14.10000,-9.30000,0,Mass,0.92,0.17,-0.17,0,0.98,0.04,-0.05,0
Kepler-418 b,Kepler-418,1,1,0,0,86.67856000,0.00007000,-0.00007000,0,349.61125,,,1,Mass,1.09,0.14,-0.14,0,0.98,0.08,-0.08,0
Kepler-53 b,Kepler-53,1,0,0,0,18.64895250,0.00016000,-0.00016000,0,111.00000,,,1,Mass,0.89,,,0,0.98,,,0
Kepler-53 c,Kepler-53,1,0,0,0,38.55830380,0.00041000,-0.00041000,0,36.00000,,,1,Mass,0.89,,,0,0.98,,,0
Kepler-63 b,Kepler-63,1,1,0,0,9.43415050,0.00000100,-0.00000100,0,120.00000,,,1,Mass,0.90,0.03,-0.02,0,0.98,0.04,-0.04,0
TOI-1422 b,TOI-1422,1,1,0,0,12.99720000,0.00060000,-0.00060000,0,9.00000,2.30000,-2.00000,0,Mass,1.02,0.01,-0.01,0,0.98,0.06,-0.07,0
TOI-1710 b,TOI-1710,1,1,0,0,24.28342900,0.00004300,-0.00004300,0,28.30000,4.70000,-4.70000,0,Mass,0.97,0.02,-0.01,0,0.98,0.05,-0.06,0
TOI-2818 b,TOI-2818,1,1,0,0,4.03970900,0.00000240,-0.00000230,0,225.65817,82.63539,-82.63539,0,Mass,1.23,0.03,-0.03,0,0.98,0.06,-0.05,0
WASP-135 b,WASP-135,1,1,0,0,1.40137940,0.00000080,-0.00000080,0,603.87700,25.42640,-25.42640,0,Mass,0.96,0.05,-0.05,0,0.98,0.06,-0.06,0
WASP-69 b,WASP-69,1,1,0,0,3.86814000,0.00000200,-0.00000200,0,92.17070,9.53490,-9.53490,0,Mass,0.86,0.03,-0.03,0,0.98,0.14,-0.14,0
HAT-P-17 b,HAT-P-17,1,1,0,0,10.33852000,0.00000900,-0.00000900,0,184.34140,19.06980,-19.06980,0,Mass,0.87,0.04,-0.04,0,0.99,0.15,-0.15,0
HATS-1 b,HATS-1,1,1,0,0,3.44645900,0.00000400,-0.00000400,0,589.55000,83.26800,-62.29200,0,Mass,1.04,0.13,,0,0.99,0.05,,0
HATS-25 b,HATS-25,1,1,0,0,4.29864320,0.00000450,-0.00000450,0,194.82979,13.34886,-13.34886,0,Mass,1.11,0.07,-0.07,0,0.99,0.04,-0.04,0
HD 129445 b,HD 129445,1,1,1,0,1840.00000000,55.00000000,-55.00000000,0,797.74930,349.61125,-171.62734,0,Mass,1.18,0.01,-0.01,0,0.99,,,0
HD 140901 c,HD 140901,1,1,0,0,7417.50547000,131.02920000,-571.38447000,0,1997.23371,426.20789,-1603.12648,0,Mass,0.95,0.03,-0.02,0,0.99,0.12,-0.12,0
HD 28185 c,HD 28185,1,1,0,0,17417.92079000,293.05032000,-672.59695000,0,6241.83209,720.19917,-679.19931,0,Mass,1.03,0.01,-0.01,0,0.99,0.13,-0.13,0
K2-222 b,K2-222,1,1,0,0,15.38857000,0.00088000,-0.00088000,0,8.70000,1.70000,-1.70000,0,Mass,1.11,0.03,-0.03,0,0.99,0.07,-0.07,0
KOI-142 b,KOI-142,1,1,0,0,10.91647000,0.00014000,-0.00014000,0,9.50000,1.10000,-1.10000,0,Mass,0.90,0.02,-0.02,0,0.99,0.02,-0.02,0
KOI-142 c,KOI-142,1,1,0,0,22.26492000,0.00067000,-0.00067000,0,214.10000,5.20000,-5.20000,0,Mass,0.90,0.02,-0.02,0,0.99,0.02,-0.02,0
Kepler-30 b,Kepler-30,1,0,0,0,29.33434000,0.00815000,-0.00815000,0,11.30000,1.40000,-1.40000,0,Mass,0.95,0.12,-0.12,0,0.99,0.08,-0.08,0
Kepler-30 c,Kepler-30,1,0,0,0,60.32310500,0.00024400,-0.00024400,0,640.00000,50.00000,-50.00000,0,Mass,0.95,0.12,-0.12,0,0.99,0.08,-0.08,0
Kepler-30 d,Kepler-30,1,0,0,0,143.34394000,0.00858000,-0.00858000,0,23.10000,2.70000,-2.70000,0,Mass,0.95,0.12,-0.12,0,0.99,0.08,-0.08,0
Kepler-98 b,Kepler-98,1,1,0,0,1.54168000,,,0,3.55000,1.60000,-1.60000,0,Mass,1.11,0.12,-0.12,0,0.99,0.06,-0.06,0
NGTS-15 b,NGTS-15,1,1,0,0,3.27623000,0.00001000,-0.00001000,0,238.68913,32.41850,-27.96890,0,Mass,0.95,0.08,-0.08,0,0.99,0.03,-0.03,0
TOI-2338 b,TOI-2338,1,1,0,0,22.65398000,0.00002000,-0.00002000,0,1900.61387,66.74397,-63.56568,0,Mass,1.05,0.01,-0.01,0,0.99,0.03,-0.02,0
WASP-28 b,WASP-28,1,1,0,0,3.40883495,0.00000015,-0.00000015,0,282.54945,18.43405,-18.43405,0,Mass,1.08,0.03,-0.03,0,0.99,0.07,-0.07,0
BD+60 1417 b,BD+60 1417,1,0,0,0,,,,,4767.42610,1589.14204,-1589.14204,0,Mass,0.80,0.05,-0.05,0,1.00,,,0
CoRoT-5 b,CoRoT-5,1,1,0,0,4.03789620,0.00000190,-0.00000190,0,148.42000,14.93700,-7.62800,0,Mass,1.19,0.04,-0.04,0,1.00,0.02,-0.02,0
Gaia-2 b,Gaia-2,1,1,0,0,3.69152240,0.00000390,-0.00000390,0,259.66581,14.93794,-14.93794,0,Mass,1.06,0.03,-0.03,0,1.00,0.10,-0.10,0
HAT-P-15 b,HAT-P-15,1,1,0,0,10.86350000,0.00002700,-0.00002700,0,616.59020,95.34900,-95.34900,0,Mass,1.07,0.07,-0.07,0,1.00,0.23,-0.23,0
HAT-P-61 b,HAT-P-61,1,1,0,0,1.90231289,0.00000077,-0.00000077,0,335.94463,22.24799,-22.24799,0,Mass,0.94,0.01,-0.01,0,1.00,0.03,-0.03,0
HATS-4 b,HATS-4,1,1,0,0,2.51672900,0.00000200,-0.00000200,0,420.47100,8.89900,-8.89900,0,Mass,0.93,0.02,-0.02,0,1.00,0.02,-0.02,0
HD 110113 b,HD 110113,1,1,0,0,2.54100000,0.00050000,-0.00100000,0,4.55000,0.62000,-0.62000,0,Mass,0.97,0.02,-0.02,0,1.00,0.06,-0.06,0
HD 73256 c,HD 73256,1,1,0,0,2690.00000000,60.00000000,-102.00000000,0,5085.25451,317.82841,-317.82841,0,Mass,0.94,0.06,-0.05,0,1.00,0.05,-0.05,0
HD 83443 c,HD 83443,1,1,0,0,8241.00000000,1019.00000000,-530.00000000,0,476.74261,158.91420,-63.56568,0,Mass,0.94,0.02,-0.02,0,1.00,0.03,-0.03,0
K2-292 b,K2-292,1,1,0,0,16.98410000,0.00080000,-0.00080000,0,24.50000,4.40000,-4.40000,0,Mass,1.09,0.03,-0.03,0,1.00,0.03,-0.03,0
Kepler-106 b,Kepler-106,1,1,0,0,6.16486000,,,0,5.30000,,,1,Mass,1.04,0.17,-0.17,0,1.00,0.06,-0.06,0
Kepler-106 c,Kepler-106,1,1,0,0,13.57080000,,,0,10.44000,3.20000,-3.20000,0,Mass,1.04,0.17,-0.17,0,1.00,0.06,-0.06,0
Kepler-106 d,Kepler-106,1,1,0,0,23.98020000,,,0,8.10000,,,1,Mass,1.04,0.17,-0.17,0,1.00,0.06,-0.06,0
Kepler-106 e,Kepler-106,1,1,0,0,43.84450000,,,0,11.17000,5.80000,-5.80000,0,Mass,1.04,0.17,-0.17,0,1.00,0.06,-0.06,0
Kepler-203 c,Kepler-203,1,0,0,0,5.37064700,0.00000800,-0.00000800,0,749.90000,419.10000,-344.70000,0,Mass,1.11,0.21,-0.21,0,1.00,0.05,-0.04,0
Kepler-203 d,Kepler-203,1,0,0,0,11.32972000,0.00008000,-0.00008000,0,33.90000,183.40000,-33.20000,0,Mass,1.11,0.21,-0.21,0,1.00,0.05,-0.04,0
Kepler-350 c,Kepler-350,1,0,0,0,17.84900000,,,0,6.10000,3.30000,-3.20000,0,Mass,1.25,0.57,-0.24,0,1.00,0.20,-0.12,0
Kepler-350 d,Kepler-350,1,0,0,0,26.13600000,,,0,14.90000,5.30000,-4.70000,0,Mass,1.25,0.57,-0.24,0,1.00,0.20,-0.12,0
Kepler-407 b,Kepler-407,1,1,0,0,0.66931000,,,0,3.20000,,,1,Mass,1.01,0.07,-0.07,0,1.00,0.06,-0.06,0
Kepler-407 c,Kepler-407,1,1,0,0,3000.00000000,500.00000000,-500.00000000,0,4000.00000,2000.00000,-2000.00000,0,Mass,1.01,0.07,-0.07,0,1.00,0.06,-0.06,0
Kepler-416 b,Kepler-416,1,0,0,0,6.31900000,,,0,58.20000,53.40000,-39.50000,0,Mass,1.07,,,0,1.00,,,0
Kepler-447 b,Kepler-447,1,1,0,0,7.79430132,0.00000182,-0.00000182,0,435.41000,152.55000,-146.20000,0,Mass,1.05,0.19,-0.19,0,1.00,0.21,-0.21,0
Kepler-96 b,Kepler-96,1,1,0,0,16.23850000,,,0,8.46000,3.40000,-3.40000,0,Mass,1.02,0.09,-0.09,0,1.00,0.06,-0.06,0
NGTS-16 b,NGTS-16,1,1,0,0,4.84532000,0.00002000,-0.00002000,0,211.99155,49.89906,-40.99986,0,Mass,1.21,0.11,-0.11,0,1.00,0.03,-0.03,0
TOI-564 b,TOI-564,1,1,0,0,1.65114400,0.00001800,-0.00001800,0,464.98529,31.78300,-30.51168,0,Mass,1.09,0.01,-0.01,0,1.00,0.07,-0.06,0
TYC 8998-760-1 b,TYC 8998-760-1,1,0,0,0,,,,,4449.62000,953.49000,-953.49000,0,Mass,0.95,0.02,-0.03,0,1.00,0.02,-0.02,0
TYC 8998-760-1 c,TYC 8998-760-1,1,0,0,0,,,,,1906.98000,317.83000,-317.83000,0,Mass,0.95,0.02,-0.03,0,1.00,,,0
HAT-P-25 b,HAT-P-25,1,1,0,0,3.65281514,0.00000076,-0.00000075,0,180.84527,7.31009,-6.99226,0,Mass,0.92,0.03,-0.03,0,1.01,0.05,-0.05,0
HAT-P-55 b,HAT-P-55,1,1,0,0,3.58524670,0.00000640,-0.00000640,0,184.97706,17.79848,-17.79848,0,Mass,1.01,0.04,-0.04,0,1.01,0.04,-0.04,0
HAT-P-59 b,HAT-P-59,1,1,0,0,4.14197710,0.00000120,-0.00000120,0,489.45575,21.29450,-21.29450,0,Mass,1.10,0.01,-0.01,0,1.01,0.02,-0.02,0
HD 106252 b,HD 106252,1,1,1,0,1531.00000000,4.70000000,-4.70000000,0,3178.28407,247.90616,-232.01474,0,Mass,1.10,0.02,-0.02,0,1.01,0.05,-0.05,0
HD 66428 b,HD 66428,1,1,0,0,2269.81726000,5.36611000,-5.85401000,0,3478.94974,776.13697,-1222.05022,0,Mass,1.13,0.02,-0.02,0,1.01,0.13,-0.13,0
HD 66428 c,HD 66428,1,1,0,0,10478.84437000,3362.50248000,-1953.18727000,0,560.64931,1081.88790,-13.03096,0,Mass,1.17,0.03,-0.03,0,1.01,0.13,-0.13,0
HD 95544 b,HD 95544,1,1,1,0,2041.54152000,262.59531000,-184.27313000,0,1913.64484,513.61071,-81.99973,0,Mass,1.09,0.07,-0.07,0,1.01,0.14,-0.14,0
KOI-3680 b,KOI-3680,1,1,0,0,141.24167100,0.00008600,-0.00008600,0,613.41190,60.38770,-66.74430,0,Mass,0.96,0.05,-0.06,0,1.01,0.07,-0.16,0
Kepler-1654 b,Kepler-1654,1,0,0,0,1047.83560000,0.00180000,-0.00190000,0,158.91500,,,1,Mass,1.18,0.03,-0.02,0,1.01,0.06,-0.05,0
Kepler-424 b,Kepler-424,1,1,0,0,3.31186440,0.00000039,-0.00000039,0,327.35000,41.32000,-41.32000,0,Mass,0.94,0.06,-0.06,0,1.01,0.05,-0.05,0
NGTS-23 b,NGTS-23,1,0,0,0,4.07643260,0.00000410,-0.00000410,0,194.82881,30.82936,-30.82936,0,Mass,1.24,0.03,-0.03,0,1.01,0.06,-0.07,0
WASP-21 b,WASP-21,1,1,0,0,4.32248200,0.00001900,-0.00002400,0,95.34500,3.49600,-3.49600,0,Mass,1.06,0.04,-0.04,0,1.01,0.03,-0.03,0
HAT-P-62 b,HAT-P-62,1,1,0,0,2.64532350,0.00000390,-0.00000390,0,241.86742,27.96890,-27.96890,0,Mass,1.17,0.02,-0.02,0,1.02,0.02,-0.02,0
HD 110537 b,HD 110537,1,1,0,0,24469.67342000,9917.49437000,-7987.53151000,0,8612.83200,4053.90133,-2857.27738,0,Mass,1.17,0.07,-0.06,0,1.02,0.12,-0.12,0
HD 220689 b,HD 220689,1,1,1,0,2266.40000000,65.84000000,-58.77000000,0,381.39409,69.92225,-34.96112,0,Mass,1.07,0.05,-0.05,0,1.02,0.05,-0.05,0
HD 86226 b,HD 86226,1,1,0,0,1628.00000000,22.00000000,-21.00000000,0,143.02350,12.71320,-15.89150,0,Mass,1.05,0.03,-0.03,0,1.02,0.06,-0.07,0
HD 86226 c,HD 86226,1,1,0,0,3.98442000,0.00018000,-0.00018000,0,7.25000,1.19000,-1.12000,0,Mass,1.05,0.03,-0.03,0,1.02,0.06,-0.07,0
HD 98649 b,HD 98649,1,1,1,0,5697.30430000,326.53593000,-287.04400000,0,2665.30902,625.16848,-452.90548,0,Mass,1.01,0.02,-0.02,0,1.02,0.12,-0.12,0
HIP 9618 b,HIP 9618,1,1,0,0,20.77290700,0.00002300,-0.00002300,0,10.00000,3.10000,-3.10000,0,Mass,0.97,0.01,-0.01,0,1.02,0.04,-0.08,0
HIP 9618 c,HIP 9618,1,0,0,0,52.56349100,0.00007200,-0.00007200,0,18.30000,1.70000,-1.70000,1,Mass,0.97,0.01,-0.01,0,1.02,0.04,-0.08,0
